"gene","logFC","logCPM","F","PValue","FDR"
"ARSA",-1.44815805699566,6.43562236037202,37.4716143855199,1.34946375601749e-05,0.000274460974813363
"DPP3",-2.11039386055626,5.2361208375627,35.2520434435552,1.40531324049691e-05,0.000284712104964238
"FLNB",-1.18677053921571,7.57924587754729,37.3731650715148,1.41878683742548e-05,0.00028550893085603
"SERINC1",0.9907983897414,8.94145828585457,37.3742885872682,1.42017069107648e-05,0.00028550893085603
"RAB27A",-1.10050396726618,6.8678883292626,37.2604519563138,1.46737436344779e-05,0.000293868421369411
"ACTN1",-1.28310629757348,7.4986163313089,37.0222268869439,1.49954462766036e-05,0.000299164876671018
"IGFBP2",-3.23730685583722,8.18718335137242,48.3138345045249,1.56775896879167e-05,0.000311422590148049
"SRD5A1",1.47855329174296,5.94284836670327,36.4054479394717,1.57290154580228e-05,0.000311422590148049
"SLC12A7",-2.03237171786055,5.41171920453028,35.8002145097331,1.61261231407297e-05,0.000318080172289034
"STX16",-1.04350029526911,6.95676229613197,36.5455733417522,1.63313160981654e-05,0.000320916500921468
"DDIT4",1.60514149153476,7.07323285152502,34.1875724685673,1.64420147603556e-05,0.000321881689709284
"SCN1B",2.00129963501683,5.53433983768339,33.3116530485148,1.7151285269392e-05,0.000334439074453459
"XPOT",1.45559305592037,5.83943654233529,35.4283632445903,1.72114235752785e-05,0.000334439074453459
"CAPZB",-0.781588303350316,8.22175896905513,35.6263467150801,1.86515746005899e-05,0.000361080668286234
"GCH1",-1.13735953854434,8.40693555740403,35.5425594561875,1.89063771054751e-05,0.000364662852879403
"PSIP1",1.19824197911321,5.69275513725486,33.3842245191689,1.92124655644459e-05,0.000369204255534407
"OCIAD2",1.01652737754417,7.43925439425047,35.1271279211585,2.03637076775857e-05,0.000389894139306742
"RPS25",0.613106209443524,10.2515270497922,34.9721704454636,2.07059296063712e-05,0.0003949996133303
"RPL24",0.664428934604503,10.2214407516383,34.865136250461,2.10692165362673e-05,0.000399467923750474
"PIGT",-1.03094006114791,8.18466644363724,34.8919659860948,2.10930068787318e-05,0.000399467923750474
"GPAA1",-1.07951516533018,7.41031642484037,34.8633517072561,2.12553747250715e-05,0.000401089688404147
"COL27A1",-2.32204538353816,5.73321041504916,32.0166471317388,2.23207436417863e-05,0.000419678154732435
"VPS11",1.16854649419091,6.065455721522,33.3778643560604,2.26746029760129e-05,0.000424803404142005
"UCHL5",1.16761826045521,5.67850890982214,32.3108666610432,2.36554843298122e-05,0.000441597202114031
"RAB31",1.66553663815847,6.05335064418181,33.6612528979276,2.38149689454306e-05,0.000442992322696674
"GCG",-6.98587555014283,16.5182542028368,71.4977165140669,2.42774637165512e-05,0.00044806698337146
"GSTP1",-1.02622447387659,7.6091374153363,34.0053892074582,2.43287881199713e-05,0.00044806698337146
"TMOD1",0.944004395086958,8.34085796417965,33.9950757673314,2.43449441893045e-05,0.00044806698337146
"GPSM1",4.50545833591185,6.05834058476726,37.695049715061,2.4626271994113e-05,0.000451589468179537
"NGFRAP1",-0.898316417259691,9.12365690833981,35.5361937808197,2.47091233784862e-05,0.000451589468179537
"SNX10",1.61955207113474,5.37380378981559,31.2995316641881,2.52593283418579e-05,0.000460036617571049
"ADGRG1",1.2894782860894,7.12349310041196,39.7334262721415,2.58242165250234e-05,0.000468691596445477
"STMN1",-1.6071918965902,7.65094316835696,33.4502995925063,2.67712743259267e-05,0.000484198792047124
"PAFAH1B3",-1.0182359013512,6.24636981137934,33.4962288889546,2.69265251980192e-05,0.000485327404172575
"CDK10",-1.29882320360718,5.70045622716615,32.7169748919885,2.71262398638976e-05,0.000487246927039837
"TICAM1",-1.50483299254316,5.08611157473755,33.0184636330294,2.73980919759913e-05,0.000490444612186666
"RRBP1",-1.27282091144401,6.5274568914572,33.3181093524076,2.75155126307909e-05,0.000490865476181379
"ADH5",1.28063805429637,6.42998947049955,31.8092219608154,2.77157546459597e-05,0.000492755950797386
"MYH10",-0.994009347111564,7.51976262419816,33.1901886868456,2.79957643142906e-05,0.000496046983290837
"VEGFA",1.14987385182694,8.77432508209231,33.0571125574407,2.84507630865985e-05,0.000502405873829899
"CD82",-1.41361474989424,7.43112964171824,32.951821767308,2.91699976460216e-05,0.000513372315473922
"LRRFIP1",-1.31864198792055,7.49559103423901,32.7478915573004,3.03133164244069e-05,0.000531703707887163
"CTSF",-1.6137645007316,5.46955078625548,31.6929495065378,3.0492393338213e-05,0.000533055986551301
"TTC7B",1.26598391328904,5.66785498621312,32.1925161843588,3.13493280823043e-05,0.000546209792954015
"NDRG4",2.21665974294272,5.96815849630426,31.6860469992833,3.23523714814291e-05,0.000560058882310947
"RPS23",0.639519597892642,10.8935441158422,32.2942697501298,3.23584814344569e-05,0.000560058882310947
"PTPN3",1.43700618636765,6.76763181242633,31.8666540486664,3.32601096474361e-05,0.000573764333752965
"SYBU",1.86208831384898,5.54179651804775,30.4116031822313,3.49432862905045e-05,0.000600817623159431
"SLC4A10",1.57741954727365,5.94498111851134,29.9112668891031,3.50792372402698e-05,0.000600838028021655
"EIF3E",0.877254172555479,7.82128279416015,31.8783904775803,3.51743708771047e-05,0.000600838028021655
"RAPH1",1.37988702534446,6.29236738980928,31.6473528382256,3.57817279344926e-05,0.000609221797764146
"PMM1",-1.1152385970366,5.87132754962506,31.4348867925521,3.59755785273129e-05,0.000610533600526832
"PMM2",-1.29476917584985,5.3650211130112,31.1479842374713,3.66290072031457e-05,0.000619611070067452
"ST3GAL1",-1.32726613320817,5.95704436517546,30.8112482348502,3.7303606111128e-05,0.000627891970230888
"PDX1",8.80538728497578,7.72504191670414,57.8187347269751,3.73587914179847e-05,0.000627891970230888
"REC8",-1.37852861904808,5.78673216665144,30.6310631273449,3.91776312676437e-05,0.000656350893064018
"TOMM20",0.878443389837428,7.59204738521018,31.1432171372761,3.96342797198951e-05,0.000661805875069348
"H2AFJ",-1.14379864680126,7.55680154234556,31.0988184238178,3.99418800812192e-05,0.000661805875069348
"NT5DC3",-1.23231217773825,6.47157955746175,29.3250602840893,3.99742360830822e-05,0.000661805875069348
"SQSTM1",0.952264483792041,9.81541511689564,31.0746099087978,4.00096913185219e-05,0.000661805875069348
"RAP2B",-1.41379951954665,6.59858128134595,29.8960232692663,4.0556873489799e-05,0.000668740623757664
"TGM2",-1.51178374146318,8.08747184904268,29.8314868801714,4.15315365647657e-05,0.000682658306993806
"RPL7",0.612942155124995,10.3287459594564,30.7711415228759,4.18919450001384e-05,0.000686423813528913
"SLC35D2",-1.37768088351513,5.0397735604064,30.6389783977256,4.32568924735669e-05,0.00070657430299792
"PHACTR2",0.997218794653213,7.00662158964087,29.5198239444209,4.37887230358314e-05,0.000713033194106824
"PPP1R3B",-1.91413821602267,6.06098638070493,27.0284923488458,4.39933486823461e-05,0.000714140476902556
"CHN1",1.65489695752299,6.07254447398805,29.7907109805038,4.44500797393382e-05,0.000719320640240002
"RPS4X",0.723206467085749,10.8592485057231,30.403446896354,4.50535420296644e-05,0.000726836000583505
"CD164",-0.847372839171988,8.94756202229374,30.2495541008751,4.63515954921518e-05,0.000745476275807622
"AP3S1",-1.74043280190125,5.6495667619597,29.8593644008449,4.6714615349454e-05,0.000749010105618393
"RPL3",0.767336444204805,12.0261899078826,30.0960973992435,4.76048765307405e-05,0.000760950121180981
"PCDH17",-1.28706231870848,7.96547177339125,29.9894661710229,4.86549036832746e-05,0.00077453850688439
"ANKMY2",1.32968071418476,5.68394247171678,28.5853271341309,4.87513236588797e-05,0.00077453850688439
"TPCN1",-1.52345760323665,5.23004803003509,28.4407919728213,4.93358197585267e-05,0.000778481687766533
"LCLAT1",-1.03182480424501,7.08535509597641,29.3342290429596,4.9413360077675e-05,0.000778481687766533
"CNTN1",-0.949527830581789,7.84421816549895,29.9242192477347,4.94463210902026e-05,0.000778481687766533
"PKM",-0.62962218516985,9.53835744017257,29.8526510205404,4.97582578607105e-05,0.000781040281795596
"DNAJC3",0.79172170590885,7.51296893612187,29.774397278979,5.07113507449411e-05,0.000793617456119183
"TAPBP",-1.10585647158872,8.34212351994875,29.7247403486568,5.09928825366853e-05,0.000795641185132102
"ATP2B1",-0.936912168101901,7.15347752614727,29.7427981234367,5.14028902091198e-05,0.000799651509294849
"CFL2",1.20379962457263,6.34604275304452,29.4052236689918,5.22950720445253e-05,0.000811116740583779
"FAM210B",-1.02994957161958,7.06081188080975,29.4732387191316,5.36545366026622e-05,0.000829740422550637
"FAM162A",1.0550324029532,7.07155015831259,29.4318451891567,5.41581785002792e-05,0.000835058404191621
"CBFB",0.977037749353503,6.66659536342688,29.1216038148899,5.43870421957633e-05,0.000836120792815455
"PFN1",-0.680671067381744,8.35873257828996,29.2410456505495,5.56523335541017e-05,0.00085306377562255
"NR4A2",-1.58563259207383,5.96721007184306,29.2880503102239,5.58348939760563e-05,0.000853359622259784
"GOLPH3L",1.12896922322957,5.95762649964882,29.1825826575326,5.61280133056422e-05,0.000855338558450705
"MAFB",-0.809916143684863,9.82647886510885,29.1576062161617,5.64949107445487e-05,0.000858427030412081
"NACA",0.651072954029833,8.88107296924031,29.110566112526,5.69752791996975e-05,0.00086321676630962
"CCDC109B",1.47740960149472,5.3658402859625,29.0657776372904,5.85454173157819e-05,0.000883187583290453
"SEPN1",-1.77344411435432,5.90438816101854,30.067072641455,5.86313547736344e-05,0.000883187583290453
"MYH14",0.871773095570522,6.90853344740308,28.9315470944844,5.89724132544725e-05,0.000885772425520482
"UBA5",1.1754075855866,5.78553973468611,27.7031595235419,6.0351270770461e-05,0.000903885651338681
"MYO1D",0.929820851696485,8.10247027467386,28.7996072952775,6.05313746709074e-05,0.000903992844013809
"GLRX",-1.76851412412273,5.4548411343258,28.2156875851817,6.11355748886682e-05,0.00091041495710276
"CTSZ",-1.73629888758636,7.32031544476689,26.8659543075647,6.1687598208768e-05,0.000916025783628495
"BAG3",1.37612230118923,5.8702476035166,28.5597708203155,6.25406242541027e-05,0.000926061878119532
"CPQ",-0.934489689460119,6.62852443357724,28.4652360341554,6.36172316425181e-05,0.000939342570043622
"SAYSD1",1.33001150014218,5.6430353146268,27.74942564701,6.5089022287482e-05,0.000957083394222866
"PTPN13",-0.97248182112181,5.53679419699478,26.6512556441616,6.51849413321868e-05,0.000957083394222866
"EIF3H",0.715531141607447,8.26823287103254,28.3355690046525,6.5865586212254e-05,0.000964368120816392
"PJA2",0.765868567339678,8.22445268996579,28.1155051649247,6.87193606986363e-05,0.00100334105690439
"ROBO2",1.21182659786044,6.3281325269583,26.0709510684107,6.98752271254421e-05,0.00101737552140581
"INSR",-0.910029761765318,6.97338736347321,26.5889223316441,7.15317441146857e-05,0.0010386011846874
"VGF",-1.94584686636281,11.2710599132823,36.5325997072249,7.19577729565319e-05,0.00104189274028751
"HIST1H1C",-1.71550025968068,5.7138119795649,26.9228462929961,7.29524184376681e-05,0.00105337649495495
"MAN2A1",-0.942517955646695,6.32460776315736,27.7959040901971,7.38679951251318e-05,0.00106365843118199
"PLD3",-0.794599743629994,9.12929362882566,27.5336426329057,7.66128624619733e-05,0.00110015228595806
"SCG2",-0.947480094652904,11.2990582596615,27.4418047733247,7.78978073741217e-05,0.00111515606865546
"CFL1",-0.646793559179435,9.44059038752446,27.4303033478532,7.8084392792787e-05,0.00111515606865546
"SLC29A4",-0.693039652007003,7.9869764316532,27.432352559496,7.86737561286503e-05,0.00112051150758707
"G3BP1",1.13877672631673,7.22516620079547,26.4663175508415,7.9182779985757e-05,0.00112469671463465
"HN1L",-1.07147623189618,6.19041773870217,28.5482696181534,7.95902283356896e-05,0.00112742038891775
"MAN1A2",0.745619884617334,7.48159209171328,27.1948693533037,8.19834511542835e-05,0.00115818243022551
"RPL17",0.540242809977878,10.4820437448978,27.1291778135632,8.27222884038383e-05,0.00116547008487025
"EFNA1",-1.85020671965924,5.06916554533874,25.953587089238,8.43647908543231e-05,0.00118541602633212
"SNX5",1.19506383954189,5.94448388060926,26.6695958423698,8.69845607414346e-05,0.00121363620551289
"DARS",0.876428343815756,7.4106246298361,26.892282075515,8.70463489375766e-05,0.00121363620551289
"CSDE1",0.611150250975648,9.43294348519602,26.8652762720874,8.70697488171673e-05,0.00121363620551289
"IQSEC1",1.03109831178424,6.21330947314549,26.3211156694234,8.8392909260959e-05,0.00122880249124211
"BTG3",1.19779054649155,7.48826127828437,26.7134592588855,9.01752268428837e-05,0.00125025440506035
"TOM1L2",1.05732492933206,5.951857356195,26.0300623163576,9.1633127137077e-05,0.00126710676070238
"SCGN",0.723439242960664,10.8237294419624,26.5616161088869,9.23577875632442e-05,0.0012737576664725
"IDH2",-1.9788920012198,5.76116606674148,26.1847587271261,9.30508737113986e-05,0.00127993925497232
"CACNA2D1",1.57090292152539,5.9388044736207,25.3280171254889,9.34377034356064e-05,0.00128188681327537
"STARD3",-1.8658228995713,5.33561141355928,26.1007669023392,9.58399095497131e-05,0.00131140106601139
"SYNGR2",-0.959499483154277,7.46236232292102,26.1794068677796,9.9777805199412e-05,0.00136171955033245
"MTUS2",1.19837982879944,5.67429934355667,24.9624056550141,0.000100071794606607,0.00136217518335608
"BHLHE40",1.34994158765295,6.55464344868559,25.4289341099227,0.000100838564002,0.00136904720529468
"RPS3",0.584297477945348,10.896178307728,26.03337558264,0.000102469046278369,0.00138757954636538
"SLC7A5",1.57281437048588,6.70623919474712,26.0424712835514,0.000102911061135595,0.00138996412546706
"IAPP",7.35699090740645,13.6660384767907,51.7638733397552,0.00010569678170962,0.00142301398997837
"UBE3C",1.03551788329719,6.8245622276718,25.840968593561,0.000106136389783028,0.00142301398997837
"ELP2",1.08501190176544,6.11342662886086,24.7988649235387,0.000106174757239634,0.00142301398997837
"CALM3",-0.776010513650713,8.1785596286908,25.8027815920651,0.000107333602407989,0.00143486634216511
"PSMD1",0.911365129792241,7.51273688678911,25.8094740602146,0.000107837014682022,0.0014379185605687
"SDC2",-1.06571338873361,7.34098084377448,25.7508196037969,0.000109185883615778,0.00145220003475744
"HS6ST1",1.09678199963014,5.79212909677868,25.1394500030813,0.000111196563709574,0.00147518893022829
"ALCAM",0.891335389963866,8.3206742284864,25.5921078000034,0.00011211894627298,0.00148366008144016
"SLC2A13",1.49223781021274,6.82386834009352,25.5132064459093,0.000115377506175535,0.0015229248100493
"ALG2",0.980210511085794,6.46430411410124,25.4059446604505,0.000116787182103705,0.00153764886865508
"DCUN1D4",1.0380169577702,6.70334705971042,23.644055560592,0.000117159641163481,0.0015386769958832
"ARFGEF3",-1.20787713325474,7.8323204925226,29.0402736430801,0.000117773725842088,0.00154078901183935
"CYB5R1",1.05155542399797,6.49380366457021,25.3888923317448,0.000117910006645444,0.00154078901183935
"G6PC2",1.86116212686963,10.1021743858478,31.2291895815959,0.000118538849696404,0.00154277562172896
"LGALSL",-1.54278789049322,5.44061493063409,23.5581496028608,0.000118652343588108,0.00154277562172896
"TSPYL1",0.967132170855184,8.65021484936678,25.2622810534408,0.000120424630064442,0.0015619343457738
"LRP11",-0.674634252790173,7.55190872944332,25.1973579863796,0.000121800851274738,0.00157587388518083
"SUMF2",-0.909402944748846,7.17961956801262,25.1415719516844,0.000122916328024721,0.00158637937428448
"RNF187",1.11564445447072,7.19267173061221,25.1056565822242,0.000123764072804201,0.00159338622794965
"CRBN",1.08256359431709,6.48150885265948,24.5150136828552,0.000127833722514251,0.00164173677538572
"CKB",-1.08726283280088,7.29531043743558,24.9076958955582,0.000128911206848148,0.00165151685832174
"HSD17B4",1.30896925508786,6.23931782953903,24.2886750079758,0.000131151823850613,0.00167611389551871
"SORBS3",-1.28747014034428,5.15655511109706,24.6872431464237,0.000131482052237058,0.00167623582205635
"AP3B1",1.15715282302258,7.0166192057491,24.572415289002,0.000133267448379661,0.001694863631826
"CCNI",0.604494483531436,9.46594724050532,24.7088730875438,0.000133815622445386,0.00169770451097581
"EMC2",1.31718402317699,6.43512711337682,24.1383011260166,0.000134536790261206,0.00170272107190151
"KLHL2",1.3069802315941,5.37269684253042,23.5656942415388,0.000134902969122213,0.00170323144831355
"SPINT1",-0.843683713847774,6.59803755679588,24.5481289111308,0.000139837933953687,0.00176128405006246
"CD151",-0.840812116357963,6.84057789740542,24.4673400827878,0.000141477984374855,0.00177758235132735
"LYPLAL1",1.09657835679933,5.95622988867748,23.0680645532028,0.000141880932206128,0.00177758235132735
"ATP2B4",-1.90112950940102,6.30900567034789,23.5746712215302,0.000142152175790096,0.00177758235132735
"CNNM3",-1.08737405874588,5.76078941574097,22.786858021691,0.000145476820451932,0.0018143909272653
"RPS6",0.530643071735453,10.9892960854393,24.2917354492321,0.000145789973111044,0.0018143909272653
"TBCC",1.06953300328868,6.96782291212135,24.0628911618335,0.000148728695817393,0.00184656744189433
"TBC1D4",1.26682711562898,6.01112227534067,24.0049013030595,0.00014948132204255,0.00185151391070239
"TXNL1",1.11362775113655,7.05392286066021,24.0874047437359,0.00015146696188001,0.00187167330909412
"LARP4B",-0.883866100448382,6.9148055866317,24.0994369564946,0.000152006734008892,0.00187391320439735
"TXNRD1",1.17572879209991,6.84389149579322,24.0324898525306,0.0001540514741844,0.00189305444455322
"SREBF1",1.00977876023221,7.34788909188033,24.0472781924511,0.000154283756146866,0.00189305444455322
"DDIT3",1.54123328586132,7.49208698790362,24.0890570422636,0.000156129873738629,0.00191121978930167
"CCDC86",-1.16097154919683,6.1512097669031,23.6013777084515,0.000157129767695549,0.00191896564426317
"GK5",-2.06859022744657,5.47260222557663,22.6974286403068,0.000157988315534504,0.00192495320582483
"ISL1",-0.717599861257439,7.92758094317683,23.9013771923632,0.000158776352833942,0.00193005580526282
"ABCD3",-0.865317414782886,6.64552590671268,23.8909128195865,0.000159680077159232,0.00193653773390094
"CANX",0.654150942085459,9.21871524780929,23.8408714186027,0.000160189972137554,0.00193822450084027
"RNF6",1.66262694277361,6.93739995756833,23.6370907308148,0.000161934003532233,0.00195480146989142
"CBX6",-0.988042068559425,7.97211878746297,23.784495374251,0.000162356638536647,0.00195538744154621
"PTPRN2",-0.903064611334655,8.47190077548358,23.7009161464308,0.00016513303845065,0.00198425377467022
"MGAT4A",1.11854033046593,7.00725089063385,23.3781532392227,0.000166942785523972,0.00200139894480229
"AKT3",0.968296167253334,6.66401208195204,23.6291130179388,0.000167746521504581,0.00200409305946325
"RPL34",0.494878572912174,10.5158310751709,23.6146913736491,0.000167934333278152,0.00200409305946325
"PHKA2",-1.22047029749236,5.38377513741021,22.7474279030678,0.000169132961303743,0.00201379951875778
"PRDX4",-0.691164627193575,7.95029519606258,23.5481794895951,0.000170671693713107,0.00202750214326911
"P4HB",0.621827652801433,9.28763998018888,23.4624761680314,0.000173450683441855,0.00205584290782444
"AMPD2",1.06759715183648,7.22772851736545,23.4301461372955,0.000174866567106895,0.00206364486292896
"SH3BGRL3",-0.77814897542201,7.78840971170352,23.4287020242138,0.000174898541090019,0.00206364486292896
"TM4SF1",-5.75554555330099,6.60582827590431,24.9732036015334,0.00017752644357934,0.00208993405538111
"P2RX4",-1.4899987845508,6.56862803186406,23.3627859712252,0.000178315064288857,0.00209450076637721
